Original Index,Date,Name,English Name,Manufacturer,Details,Type,Reviewed,Alternate,Additional Info,Type Again
42,1/7/2024,ماتريكس كولا,matrix,ضفاف النهرين,يقال أنه بديل ولكن غير متاكد,unsure,,,,
49,1/8/2024,لوتس,LotusBiscoff,Lotus Bakeries NV,I can't enter any name with spaces ,unsure,,,,
57,1/9/2024,باربيكان,Barbican,شركة العوجان السعوديه,قرأت انه منتج سعودي لكن اكتشفت ان شركة كوكاكولا اشترت 50 % من اسهم الشركه ارجوا البحث وشكرا لمجهودكم,unsure,,,,
59,1/11/2024,اوسو,oso,لا اعرف,مشروب غازي كولا,unsure,,,,
60,1/11/2024,فانيش,vanish,لا اعرف,مسحوق,unsure,,,,
68,1/16/2024,زارا,Zara,Inditex,"Zara published a new campaign for new clothes  
that offends Palestinian people

They removed the images from social media after being attacked by social media users
  ",unsure,,,,
72,1/16/2024,Green mocktails,Green mocktails,جرين كولا ايجيبت,يُرجى التأكد هل مقاطعة ام لا,unsure,,,,
73,1/17/2024,آد-مي,Add-me,Add-me,الشركة نشأت في مصر عام ٢٠١٩ م ومقرها القاهرة وليس لها فروع في أي مكان آخر ,unsure,,,,
74,1/17/2024,اوكسي ,Oxi ,آرما ,الشركة نشئتها في مصر ,unsure,,,,
76,1/17/2024,نيوتيلا,Nutella, Ferrero ,"Italian company 
Nutella faced criticism for an online marketing campaign that filtered out words like “Jewish” and “Muslim.” 

Nutella hasn’t come up with any official press release or posted any opinion on social media handles. 

We'll explore Nutella's official statements, the controversies it faced, and its connections to Israel to figure out where it stands in this complex conflict.

https://viraltalky.com/does-nutella-support-israel-or-palestine/",unsure,,,,
77,1/17/2024,مانجو,Mango,Mango,"Mango, is a spanish company 
along with other renowned Spanish labels like Zara, Pull&Bear, and Tous, has chosen to close nearly all of its approximately 50 stores in Israel, managed through franchise partnerships.

I checked with this checker website
https://theislamicinformation.com/more/israeli-product-checker/
that showed it is supporter


However as mentioned above it seems like they closed their stores in Israel
This is mango israel website and you can't order online from the website and stores are not available 
https://shop.mango.com/il/women/dresses-and-jumpsuits/satin-camisole-dress_57089100.html

 
",unsure,,,,
78,1/17/2024,كاريبو, Caribou Coffee,	JAB Holding Company,"It is american company
https://en.wikipedia.org/wiki/Caribou_Coffee",unsure,,,,
86,1/28/2024,شاي احمد,Ahmed tea ,Null,شاي بالنكهات ,unsure,,,,
90,1/29/2024,فاتيكا,Vatika,Dabur International Ltd.,شركة متخصصة في تصنيع الشامبو والبلسم للعناية بالشعر,unsure,,,,
99,1/29/2024,دانون دانجو,Dango,شركة دانجو,زبادي دانجو,unsure,,,,
100,1/29/2024,مارابو,Marabou,Marabou,نوع شكلاتا صناعة شركة سويدية اوروبية,unsure,,,,
101,1/29/2024,مارابو,Marabou,Marabou,نوع شوكولاته اوروبي ،سويدي,unsure,,,,
123,1/29/2024,عبد المعبود ,abd el maboud,بن اليمني   ,نوع قهوه زي ابو عوف وكده,unsure,,,,
125,1/29/2024,سس,سسس,سسس,سسسسسسس,unsure,,,,
126,1/29/2024,سس,سسس,سسس,سسسسسسس,unsure,,,,
127,1/29/2024,سس,سسس,سسس,سسسسسسس,unsure,,,,
128,1/29/2024,اوكسي,oxi,لا اعلم,مسحوق غسيل,unsure,,,,
132,1/29/2024,شوكيلا,Chokella,Marbella,شوكولا ,unsure,,,,
147,1/30/2024,ابو الولد,Abo Al Walad,شركة فرنسية,شركة فرنسية وبالتالي تكون مقاطعة,unsure,,,,
148,1/30/2024,يورياج,Uriage,Puig,". It is a spanish company
Uriage has skin care products
https://en.wikipedia.org/wiki/Puig_(company)

However they don't have stores in israel
https://www.uriage.com/AA/en/points-of-sale?coordinates=48.8766796%2C2.3189725&query=Europe%2C+Paris%2C+France",unsure,,,,
152,1/30/2024,فياجرا,viagra,Pfizer,"دواء مثبط للإنزيم ""PDE""، الهدف منه علاج المشاكل الجنسية الوظيفية مثل الضعف الجنسي وضعف الانتصاب، فعند حدوث إثارة جنسية يساعد هذا الدواء على تدفق الدم إلي القضيب فيحفز على الإنتصاب و استمراره.",unsure,,,,
154,1/30/2024,كانديا,condia,candia,حليب يباع في الجزائر,unsure,,,,
157,1/30/2024,لافازا,Lavazza,Lavazza,قهوة كبسولات,unsure,,,,
162,1/30/2024,جبن دومتي,Domty,شركة الصناعات الغذائية العربية,برجاء التأكد هل تتبع المقاطعة ام لا,unsure,,,,
163,1/30/2024,قولون,gullon,gullon,هل هو مقاطعة ,unsure,,,,
170,1/30/2024,سيكند كب,Second Cup,Foodtastic Inc,مقهي و كعك,unsure,,,,
172,1/30/2024,بيودرما,bioderma,bioderma,شركة فرنسية,unsure,,,,
173,1/30/2024,ماكسي,maxi,وابكو,مشروب غازي ,unsure,,,,
174,1/30/2024,ايه ام دي راديون,AMD radeon,AMD,شركة  AMD تنتج بعض أجزاء أجهزة الكومبيوتر منها المعالج و كارت الشاشة و ال mother board,unsure,,,,
175,1/30/2024,دومتي,Domty,Domty,شركة دومتي هل هي داعمة ام لا,unsure,,,,
176,1/30/2024,اكتف احذية رياضية,Activ,لا اعلم,احذية وملابس رياضية,unsure,,,,
181,1/30/2024,تويست ,twist,تويست ,برجاء التأكد من المنتج,unsure,,,,
187,1/30/2024,فودافون,vodafone,Vodafone,شركة فودافون وخدماتها ,unsure,,,,
188,1/30/2024,اوكسي,Oxi,Arma ,مسحوق غسيل ,unsure,,,,
189,1/30/2024,أدوب,Adobe ,Adobe ,لم أتأكد من دعم الشركة يرجى التأمد,unsure,,,,
203,1/31/2024,مياة اوه,Eau,معرفش,معرفش,unsure,,,,
205,1/31/2024,أي أم دي,AMD,AMD,"شركه تصنع معالجات الكمبيوتر وكروت الشاشه
",unsure,,,,
207,1/31/2024,برايد,Pride,Pride,ماعرف ,unsure,,,,
211,1/31/2024,مرسول,marsol,marsol,برنامج خدمت توصيل,unsure,,,,
219,1/31/2024,شيكا,Chicka ,Americana,.......,unsure,,,,
220,1/31/2024,أندومي,,أندومي,نوديلز ,unsure,,,,
223,1/31/2024,شركة سانيتا,sanita,مجموعة إندفكو INDEVCO," تنتج الشركة منتجات النظافة الشخصية والمناديل المنزلية ، والمنتجات البلاستيكية (رئيس مجلس إدارتها هو كريم أفرام )
يقع المقر الرئيسي للشركة بمصر في مدينة السادات ، المنوفية 
الشركة مملوكة لمجموعة إندفكو التي مقرها بلبنان و رئيسها التنفيذي هو نعمة أفرام
https://twitter.com/neematfrem",unsure,,,,
226,1/31/2024,حمود بوعلام,selecto,hamoud boualem,"بديل كوكا كولا غير متاكد
",unsure,,,,
245,2/28/2024,ديدي,didi,https://www.wikidata.org/wiki/Special:EntityPage/Q113152979,خدمات رقمية - مواصلات - شركة توفر خدمات التوصيل مثل اوبر,unsure,,,,
256,2/28/2024,فاين ,fine ,fine ,"انا على حد معرفتي انها اردنيه والاردن ساعدت اسرائيل بالطماطم بس عايزكوا تبحثوا اكتر 
",unsure,,,,
264,3/1/2024,أبوورك,Upwork,Upwork,I wamt to make sure that Upwork.com doesn't support Israel at any cost,unsure,,,,
265,3/1/2024,فريلانسر,Freelancer,Freelancer.com,Freelancer.com gives opportunities to the creative people,unsure,,,,
268,3/2/2024,فيمتو,Vimto,Vimto,مشروب عصير التوت ,unsure,,,,
277,3/3/2024,كيندر,kinder,؟؟,"شوكولاتت كيندر
شكرا علي دعمكم
",unsure,,,,
279,3/3/2024,كانون,Cannon,Cannon,طابعة - كاميرا ,unsure,,,,
282,3/3/2024,بوك,Puck,شركة آرلا,ارجو ادراج هاد النوع لتأكيد اذا كان داعم او لا,unsure,,,,
283,3/4/2024,آبل,Apple,Apple,شركة أمريكية,unsure,,,,
284,3/4/2024,سامسونغ,Samsung,Samsung,شركة كورية,unsure,,,,
285,3/4/2024,بطاريات أنرجايزر,Anr,Anr,شركة أجنبية,unsure,,,,
286,3/4/2024,بانادول,panadol,GSK,المنتج رأيت الشركة مقالا لها كأنها تدعم،,unsure,,,,
288,3/4/2024,تكسي اف,Taxi if,Taxi if,ارجو اضافة هذه الشركة ,unsure,,,,
290,3/4/2024,مناديل زينه,Zeina ,Zeina group,مناديل,unsure,,,,
292,3/4/2024,تيمو ,Temu,Temu,أرجو اضافة هذا التطبيق للقائمة,unsure,,,,
293,3/5/2024,تويست,Twist,لا اعلم ,هل هذا داعم ام بديل ,unsure,,,,
297,3/6/2024,لؤي ,تيته من خلال أدم من خلال ما سبق من مصادرها الخاصة بك في مركز ,أروي من قبل قوات الجيش والشرطة في مصر اليوم مصر النهارده اخبار الرياضه اليوم ,انتهتخت,unsure,,,,
300,3/6/2024,نيو ان بي,New NB,My Perfumes UAE,لا اعرف اي تفاصيل للاسف,unsure,,,,
302,3/7/2024,InstaShop,InstaShop,لا أعلم,هل برنامج InstaShop الشبيه لبرنامج طلبات مقاطعة؟,unsure,,,,
304,3/8/2024,لاغون,LaGOON,Seville / iGLOO,"بسكويت جوز الهند مغطى بنكهة الشوكولاتة 
صنع بواسطة منتجات سيفيل المحدودة (ش.ذ.م.م)
العلامة التجارية على الغلاف : IGLOO
بلد المنشأ : الإمارات العربية المتحدة ",unsure,,,,
320,3/13/2024,آبل,iPhone,Apple,Please check if we should boycott it or not.,unsure,,,,
321,3/14/2024,راديون,Radeon ,AMD,AMD منافس INTEL و NVIDIA في مجال المعالجات الحاسوبية,unsure,,,,
323,3/15/2024,أحمد تى - شاى أحمد,Ahmed Tea,Ahmed Tea,شاى أحمد ، شركة شاى كانت ايرانية وأصبحت إنجليزية,unsure,,,,
331,3/17/2024,بياتو,Piatto,؟؟؟؟,مطعم إيطالي الهوية,unsure,,,,
338,3/21/2024,جبنة نادك,Nadec,شركة نادك,جبنة دهن,unsure,,,,
348,3/29/2024,دولتشي,Dolce,Edita,حلوى بطعم القهوة,unsure,,,,
349,3/30/2024,كيلوجز نودلز,kelloggs,كيلوجز,لا أعرف بالضبط ماحال هذه الشركه ولكن من خلال بحث بسيط تبين لي أنَّه على الأغلب أنَّ هذِه الشركه مقاطعه,unsure,,,,
350,3/30/2024,اجينوموتو,,اجينوموتو,اجينوموتو,unsure,,,,
352,3/31/2024,سامسونغ,Samsung,Samsung,شركة مواد كهربائية وتكنولوجيا,unsure,,,,
357,4/2/2024,لافازا,Lavazza ,Lavazza ,قهوة إيطالي ,unsure,,,,
375,45391.11006,دابر المسواك,Miswak,دابر إنترناشونال,معجون أسنان,unsure,,,,
378,45391.82873,ايفون,IPhone ,Apple ,"عند سوأل سيري الوقت في فلسطين لن يجب.
اما عن سوأل سيري الوقت في إسرائيل سيجيب",unsure,,,,
379,45392.84839,ايبال,Epal,الفارس فودز,عصائر ,unsure,,,,
383,45395.7036,كاتشب داينوز,Dino's ketchup,BCF - Birds cage for Food Industries,"شركة بيردز كيج للصناعات الغذائية
تمتلك 3 علامات تجارية مُميزة، وهم (Zazio- NERO- DINO’S)

رئيس مجلس الإدارة: م. أمجد زهران.

معرفش كتر من كدة، فلو في فرصة للتأكد كرمًا ..",unsure,,,,
385,45396.90837,المسواك,Miswak,دابر,معجون أسنان ,unsure,,,,
386,45397.48543,كارليتو,Karlito,صناعة طبقا للمواصفات الاوربية,تفاصيل,unsure,,,,
391,4/18/2024,بروتين بيتس,Protein bites,Kayy,سناكس بروتيني,unsure,,,,
393,4/18/2024,فان داي,Funday,Funday,هذه الشركة تصنع منتجات جميلة لكن لا اعلم هل هي داعمة ام مصرية قرأت بوست علي الفيسبوك انها مصرية,unsure,,,,
397,4/21/2024,خبز التوست أبيض,SSLICED BREAD WHITE,لوزين,لوزين إحدى شركات المراعي,unsure,,,,
398,4/22/2024,دابل دير,Double Dear,Mix Tender,غير متأكد من هذا المنتج هل داعم ام لا ,unsure,,,,
399,4/23/2024,لارا مناديل مبللة لإزالة المكياج (الوجه والعين), Lara Make-Up Remover Wet Wipes (Face &Eye),Lara Care,لارا مناديل مبللة لإزالة المكياج ,unsure,,,,
400,4/24/2024,نيفيا, Nivea,Nivea,"فيه موقع زيكوا اسمه badayli
https://badayli.com/eg-ar/
حاطط ان نيفيا داعمه عشان هي شركه المانيه والمانيا داعمه للكيان
 هل تعتبر كده نيفيا مقاطعه ولا ايه ؟
شكرا",unsure,,,,
403,4/26/2024,اكس بوكس,Xbox,Microsoft ,جهاز gaming ,unsure,,,,
404,4/26/2024,بلايستيشن,Playstation ,Sony,جهاز العاب,unsure,,,,
407,4/28/2024,مسواك,miswak,دابر إنترناشيونال,أعتقد ان مسواك (معجون أسنان) غير مقاطعة بنسبة 75%,unsure,,,,
409,5/1/2024,دولسي,Dolce,سوسيتيه دي برودوي نستله إس إيه - فيفي - سويسرا,عايزة أعرف هو مقاطعة ولا بديل؟,unsure,,,,
411,5/2/2024,شيبسيكو,Chipseco,شركة الجوهرة,يقولون ان منتج مصرية 100%,unsure,,,,
412,5/4/2024,دراغون بول زينوفيرس 2,Dragon ball xenoverse 2,Bandai ,لعبة gaming ,unsure,,,,
413,5/4/2024,أكوا تاب,aqua,الشركة العربية لمعالجة وتعبئة مياة الشرب,هل هي مقاطعة ولا لا؟,unsure,,,,
415,5/5/2024,ديدي,Didi,Xiaoju Kuaizhi Inc,"الشركة صينينة باستثناء حصة لاوبر بنسبة 12% اعتقد ممكن نعتبرها بديل
https://en.wikipedia.org/wiki/DiDi",unsure,,,,
417,5/7/2024,تيك تاك,tic tac,tic tac  ,معرفش ,unsure,,,,
418,5/9/2024,بسكويت او جي جراندما,Original Grandmas Biscuits,سينيوريتا,اتأكدو من دا يا جماعة,unsure,,,,
419,5/11/2024,سباركل,SparkKe,TAI,نوع المنتج شامبوا للكبار و يوجد للصغار و منتجات عناية اكثر,unsure,,,,
423,5/15/2024,كيلوجز نودلز,Kelloggs,Kelloggs,لست متأكد ولكنها اصلها شركة امريكية,unsure,,,,
425,45428.74667,سبايسي,Spysi,Kamena,خلطة شاورما,unsure,,,,
426,45429.0526,نيفيا,Nivea,Beiersdorf,مش متاكد من انها مقاطعه ولا ,unsure,,,,
431,45433.49242,تويست,Twist,~~~؟~~~,Energy drink - مشروب طاقة ,unsure,,,,
432,45433.80553,عسل امتنان ,Imtenan ,شركة إمتنان لصناعات المواد الغذائية ,شركة إمتنان تصنع العسل منتج اساسي و بعض المنتجات الغذائية الأخري مثل البن و الفواكه المجففه ...الخ ظهرت في سوق المصرية كماركه في عام 1984و هي مصرية ولكن يقال بأنه هناك قليل جدا من الأسهم ليس مصرياً ,unsure,,,,
433,45434.02187,أقوابيورتى,Aquapurity ,رتش لاند,مياه غازية,unsure,,,,
434,45434.02287,أقوا دلتا,Aqua delta,Wapco,مياه غازية,unsure,,,,
435,45436.49578,ديتول,Dettol,Reckitt Benckiser,علامة تجارية لمستلزمات التنظيف والمطهرات والمعقمات، بدأت عام 1932 والشركة مملوكة لشركة ريكيت البريطانية. في ألمانيا يباع تحت اسم ساغروتان,unsure,,,,
436,45439.5416,تويست,Twist,Twist,         ,unsure,,,,
440,45441.55518,عصير بيتى,Beyti, بيتى,هو عربى تقريبا بس عاوزة اتاكد ولكن معرفش تفاصيل,unsure,,,,
